Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type
ENSSSCG00000062490				
ENSSSCG00000057584				
ENSSSCG00000035742				
ENSSSCG00000062286				
ENSSSCG00000040257	ZNF862	ENSG00000106479	ZNF862	ortholog_one2one
ENSSSCG00000062924	ssc-mir-9788-1			
ENSSSCG00000053587				
ENSSSCG00000060309				
ENSSSCG00000058299	ssc-mir-9788-1			
ENSSSCG00000048461				
ENSSSCG00000062928	RHOT2	ENSG00000140983	RHOT2	ortholog_one2one
ENSSSCG00000017357	GPATCH8	ENSG00000186566	GPATCH8	ortholog_one2one
ENSSSCG00000013833	SLC1A6	ENSG00000105143	SLC1A6	ortholog_one2one
ENSSSCG00000041125				
ENSSSCG00000051049				
ENSSSCG00000055239	ATP6V0E2	ENSG00000171130	ATP6V0E2	ortholog_one2one
ENSSSCG00000023082	SSUH2	ENSG00000125046	SSUH2	ortholog_one2one
ENSSSCG00000062185				
ENSSSCG00000017274	PITPNC1	ENSG00000154217	PITPNC1	ortholog_one2one
ENSSSCG00000006766	PHTF1	ENSG00000116793	PHTF1	ortholog_one2one
ENSSSCG00000023306	ELMO2	ENSG00000062598	ELMO2	ortholog_one2one
ENSSSCG00000054154				
ENSSSCG00000057686				
ENSSSCG00000041874				
ENSSSCG00000061542	LRRC61	ENSG00000127399	LRRC61	ortholog_one2one
ENSSSCG00000062107				
ENSSSCG00000059780				
ENSSSCG00000047824				
ENSSSCG00000057821				
ENSSSCG00000056902	CAV3	ENSG00000182533	CAV3	ortholog_one2one
ENSSSCG00000056549				
ENSSSCG00000051117				
ENSSSCG00000040690				
ENSSSCG00000039883				
ENSSSCG00000010170	DISC1	ENSG00000162946	DISC1	ortholog_one2one
ENSSSCG00000007458	NCOA3	ENSG00000124151	NCOA3	ortholog_one2one
ENSSSCG00000027903		ENSG00000186115	CYP4F2	ortholog_one2many
ENSSSCG00000021585	OXTR	ENSG00000180914	OXTR	ortholog_one2one
ENSSSCG00000048660				
ENSSSCG00000033708	REPIN1	ENSG00000214022	REPIN1	ortholog_one2one
ENSSSCG00000062794				
ENSSSCG00000053100				
ENSSSCG00000023891	GRM7	ENSG00000196277	GRM7	ortholog_one2one
ENSSSCG00000007991	WDR90	ENSG00000161996	WDR90	ortholog_one2one
ENSSSCG00000039909	ERN1	ENSG00000178607	ERN1	ortholog_one2one
ENSSSCG00000062337				
ENSSSCG00000060008				
ENSSSCG00000013842		ENSG00000186115	CYP4F2	ortholog_one2many
ENSSSCG00000059344				
ENSSSCG00000062843				
ENSSSCG00000035419	RARRES2	ENSG00000106538	RARRES2	ortholog_one2one
ENSSSCG00000043993				
ENSSSCG00000053607				
ENSSSCG00000060503				
ENSSSCG00000050773				
ENSSSCG00000006767	MAGI3	ENSG00000081026	MAGI3	ortholog_one2one
ENSSSCG00000058454				
ENSSSCG00000007377	KCNK15	ENSG00000124249	KCNK15	ortholog_one2one
ENSSSCG00000044358				
ENSSSCG00000052916		ENSG00000186526	CYP4F8	ortholog_one2many
ENSSSCG00000048792				
ENSSSCG00000063167				
ENSSSCG00000021453	RIMS4	ENSG00000101098	RIMS4	ortholog_one2one
ENSSSCG00000037391				
ENSSSCG00000039010	WNT7A	ENSG00000154764	WNT7A	ortholog_one2one
ENSSSCG00000049195				
ENSSSCG00000044465				
ENSSSCG00000055529				
ENSSSCG00000041085				
ENSSSCG00000027013		ENSG00000186526	CYP4F8	ortholog_one2many
ENSSSCG00000036136	BHLHE40	ENSG00000134107	BHLHE40	ortholog_one2one
ENSSSCG00000007456	SULF2	ENSG00000196562	SULF2	ortholog_one2one
ENSSSCG00000020281	RNaseP_nuc			
ENSSSCG00000020338	U6	ENSG00000199279	RNU6-661P	ortholog_one2one
ENSSSCG00000032464	PURB	ENSG00000146676	PURB	ortholog_one2one
ENSSSCG00000060604	U6	ENSG00000201622	RNU6-621P	ortholog_many2many
ENSSSCG00000060604	U6	ENSG00000207369	RNU6-665P	ortholog_many2many
ENSSSCG00000060604	U6	ENSG00000202445	RNU6-669P	ortholog_many2many
ENSSSCG00000011535	ARL8B	ENSG00000134108	ARL8B	ortholog_one2one
ENSSSCG00000027380	U6			
ENSSSCG00000052835				
ENSSSCG00000022219	SNORD39	ENSG00000264294	SNORD55	ortholog_one2many
ENSSSCG00000058812				
ENSSSCG00000019829	U6	ENSG00000201001	RNU6-270P	ortholog_one2one
ENSSSCG00000042243				
ENSSSCG00000057525		ENSG00000186526	CYP4F8	ortholog_one2many
ENSSSCG00000043613				
ENSSSCG00000053511				
ENSSSCG00000062889				
ENSSSCG00000016956	MAST4	ENSG00000069020	MAST4	ortholog_one2one
ENSSSCG00000061204				
ENSSSCG00000052223				
ENSSSCG00000016582	GARIN1B	ENSG00000135248	GARIN1B	ortholog_one2one
ENSSSCG00000062303				
ENSSSCG00000052985				
ENSSSCG00000032191				
ENSSSCG00000062952		ENSG00000186526	CYP4F8	ortholog_one2many
ENSSSCG00000046067				
ENSSSCG00000054843				
ENSSSCG00000049261				
ENSSSCG00000016583	GARIN1A	ENSG00000205085	GARIN1A	ortholog_one2one
ENSSSCG00000059070				
ENSSSCG00000045735				
ENSSSCG00000007344	KIAA1755	ENSG00000149633	KIAA1755	ortholog_one2one
ENSSSCG00000016949	TRAPPC13	ENSG00000113597	TRAPPC13	ortholog_one2one
ENSSSCG00000053852				
ENSSSCG00000056939				
ENSSSCG00000025754	ZGLP1	ENSG00000220201	ZGLP1	ortholog_one2one
ENSSSCG00000042418				
ENSSSCG00000057617				
ENSSSCG00000049289				
ENSSSCG00000060925				
ENSSSCG00000044483				
ENSSSCG00000010171	TSNAX	ENSG00000116918	TSNAX	ortholog_one2one
ENSSSCG00000044623				
ENSSSCG00000013865	NWD1	ENSG00000188039	NWD1	ortholog_one2one
ENSSSCG00000055825				
ENSSSCG00000060436				
ENSSSCG00000052516				
ENSSSCG00000026605	BPI	ENSG00000101425	BPI	ortholog_one2one
ENSSSCG00000034197	EDEM1	ENSG00000134109	EDEM1	ortholog_one2one
ENSSSCG00000060770				
ENSSSCG00000052556				
ENSSSCG00000031109	HILPDA			
ENSSSCG00000058192				
ENSSSCG00000056603				
ENSSSCG00000059260				
ENSSSCG00000062093				
ENSSSCG00000054993				
ENSSSCG00000040694				
ENSSSCG00000051549				
ENSSSCG00000024374	U6	ENSG00000252462	RNU6-113P	ortholog_one2many
ENSSSCG00000010172	EGLN1	ENSG00000135766	EGLN1	ortholog_one2one
ENSSSCG00000061907	U6	ENSG00000222170	RNU6-257P	ortholog_one2one
ENSSSCG00000039290	MTPN	ENSG00000105887	MTPN	ortholog_one2one
ENSSSCG00000019018	SNORA9	ENSG00000277184	SNORA9	ortholog_one2one
ENSSSCG00000011609	FBLN2	ENSG00000163520	FBLN2	ortholog_one2one
ENSSSCG00000040087	SPRTN	ENSG00000010072	SPRTN	ortholog_one2one
ENSSSCG00000028758	LBP	ENSG00000129988	LBP	ortholog_one2one
ENSSSCG00000010175	GNPAT	ENSG00000116906	GNPAT	ortholog_one2one
ENSSSCG00000034581	LRIG2	ENSG00000198799	LRIG2	ortholog_one2one
ENSSSCG00000062738	FDX2	ENSG00000267673	FDX2	ortholog_one2one
ENSSSCG00000007346	ADIG	ENSG00000182035	ADIG	ortholog_one2one
ENSSSCG00000007348	SLC32A1	ENSG00000101438	SLC32A1	ortholog_one2one
ENSSSCG00000006771		ENSG00000155380	SLC16A1	ortholog_one2many
ENSSSCG00000013610				
ENSSSCG00000007349	ACTR5	ENSG00000101442	ACTR5	ortholog_one2one
ENSSSCG00000054939	TAFA3	ENSG00000184599	TAFA3	ortholog_one2one
ENSSSCG00000036403	FAM180A	ENSG00000189320	FAM180A	ortholog_one2one
ENSSSCG00000022258		ENSG00000168703	WFDC12	ortholog_many2many
ENSSSCG00000006774	PPM1J	ENSG00000155367	PPM1J	ortholog_one2one
ENSSSCG00000028031	HDAC11	ENSG00000163517	HDAC11	ortholog_one2one
ENSSSCG00000052520				
ENSSSCG00000007439	CDH22	ENSG00000149654	CDH22	ortholog_one2one
ENSSSCG00000046648		ENSG00000198342	ZNF442	ortholog_many2many
ENSSSCG00000046648		ENSG00000197044	ZNF441	ortholog_many2many
ENSSSCG00000046648		ENSG00000223547	ZNF844	ortholog_many2many
ENSSSCG00000046648		ENSG00000188868	ZNF563	ortholog_many2many
ENSSSCG00000046648		ENSG00000180855	ZNF443	ortholog_many2many
ENSSSCG00000046648		ENSG00000197647	ZNF433	ortholog_many2many
ENSSSCG00000046648		ENSG00000196466	ZNF799	ortholog_many2many
ENSSSCG00000046648		ENSG00000257446	ZNF878	ortholog_many2many
ENSSSCG00000046648		ENSG00000197933	ZNF823	ortholog_many2many
ENSSSCG00000046648		ENSG00000197857	ZNF44	ortholog_many2many
ENSSSCG00000046648		ENSG00000196757	ZNF700	ortholog_many2many
ENSSSCG00000046648		ENSG00000181896	ZNF101	ortholog_many2many
ENSSSCG00000035078	CD40	ENSG00000101017	CD40	ortholog_one2one
ENSSSCG00000057246				
ENSSSCG00000016527	SLC13A4	ENSG00000164707	SLC13A4	ortholog_one2one
ENSSSCG00000010176	C1orf131	ENSG00000143633	C1orf131	ortholog_one2one
ENSSSCG00000010177	TRIM67	ENSG00000119283	TRIM67	ortholog_one2one
ENSSSCG00000006777	RHOC	ENSG00000155366	RHOC	ortholog_one2one
ENSSSCG00000013649		ENSG00000076662	ICAM3	ortholog_one2one
ENSSSCG00000038594		ENSG00000124145	SDC4	ortholog_one2one
ENSSSCG00000036472	HIC2	ENSG00000169635	HIC2	ortholog_one2one
ENSSSCG00000056374	STMP1	ENSG00000243317	STMP1	ortholog_one2one
ENSSSCG00000013864	TMEM38A	ENSG00000072954	TMEM38A	ortholog_one2one
ENSSSCG00000007448	OCSTAMP	ENSG00000149635	OCSTAMP	ortholog_one2one
ENSSSCG00000011610	NUP210	ENSG00000132182	NUP210	ortholog_one2one
ENSSSCG00000038652		ENSG00000206140	TMEM191C	ortholog_one2many
ENSSSCG00000038652		ENSG00000278558	TMEM191B	ortholog_one2many
ENSSSCG00000006776	MOV10	ENSG00000155363	MOV10	ortholog_one2one
ENSSSCG00000035906	SLC13A3	ENSG00000158296	SLC13A3	ortholog_one2one
ENSSSCG00000021704	PTPDC1	ENSG00000158079	PTPDC1	ortholog_one2one
ENSSSCG00000030386	NUP205	ENSG00000155561	NUP205	ortholog_one2one
ENSSSCG00000013863	SMIM7	ENSG00000214046	SMIM7	ortholog_one2one
ENSSSCG00000032834	ZNF169	ENSG00000175787	ZNF169	ortholog_one2one
ENSSSCG00000010092	PI4KA	ENSG00000241973	PI4KA	ortholog_one2one
ENSSSCG00000039214		ENSG00000125538	IL1B	ortholog_one2many
ENSSSCG00000007452	TP53RK	ENSG00000172315	TP53RK	ortholog_one2one
ENSSSCG00000037970	SOX8	ENSG00000005513	SOX8	ortholog_one2one
ENSSSCG00000013862	MED26	ENSG00000105085	MED26	ortholog_one2one
ENSSSCG00000007451	SLC2A10	ENSG00000197496	SLC2A10	ortholog_one2one
ENSSSCG00000007350	PPP1R16B	ENSG00000101445	PPP1R16B	ortholog_one2one
ENSSSCG00000008009	LMF1	ENSG00000103227	LMF1	ortholog_one2one
ENSSSCG00000013861	SLC35E1	ENSG00000127526	SLC35E1	ortholog_one2one
ENSSSCG00000007351	FAM83D	ENSG00000101447	FAM83D	ortholog_one2one
ENSSSCG00000013860	CHERP	ENSG00000085872	CHERP	ortholog_one2one
ENSSSCG00000009259	PAQR3	ENSG00000163291	PAQR3	ortholog_one2one
ENSSSCG00000026158	RAD18	ENSG00000070950	RAD18	ortholog_one2one
ENSSSCG00000007352	DHX35	ENSG00000101452	DHX35	ortholog_one2one
ENSSSCG00000027722	BMP2K	ENSG00000138756	BMP2K	ortholog_one2one
ENSSSCG00000006775	CAPZA1	ENSG00000116489	CAPZA1	ortholog_one2one
ENSSSCG00000013859	C19orf44	ENSG00000105072	C19orf44	ortholog_one2one
ENSSSCG00000009250	PRKG2	ENSG00000138669	PRKG2	ortholog_one2one
ENSSSCG00000013858	CALR3	ENSG00000269058	CALR3	ortholog_one2one
ENSSSCG00000033624	SRGAP3	ENSG00000196220	SRGAP3	ortholog_one2one
ENSSSCG00000029061	BMP3	ENSG00000152785	BMP3	ortholog_one2one
ENSSSCG00000007395	SYS1	ENSG00000204070	SYS1	ortholog_one2one
ENSSSCG00000013857	EPS15L1	ENSG00000127527	EPS15L1	ortholog_one2one
ENSSSCG00000037723	CFAP299	ENSG00000197826	CFAP299	ortholog_one2one
ENSSSCG00000033586	DBNDD2	ENSG00000244274	DBNDD2	ortholog_one2one
ENSSSCG00000037072	TP53TG5	ENSG00000124251	TP53TG5	ortholog_one2one
ENSSSCG00000058425	FGF5	ENSG00000138675	FGF5	ortholog_one2one
ENSSSCG00000006779	ST7L	ENSG00000007341	ST7L	ortholog_one2one
ENSSSCG00000036555	PRDM8	ENSG00000152784	PRDM8	ortholog_one2one
ENSSSCG00000008011	GNG13	ENSG00000127588	GNG13	ortholog_one2one
ENSSSCG00000021861	PIGT	ENSG00000124155	PIGT	ortholog_one2one
ENSSSCG00000009256	ANTXR2	ENSG00000163297	ANTXR2	ortholog_one2one
ENSSSCG00000008010	CHTF18	ENSG00000127586	CHTF18	ortholog_one2one
ENSSSCG00000011542	THUMPD3	ENSG00000134077	THUMPD3	ortholog_one2one
ENSSSCG00000016627	ASZ1	ENSG00000154438	ASZ1	ortholog_one2one
ENSSSCG00000006780	WNT2B	ENSG00000134245	WNT2B	ortholog_one2one
ENSSSCG00000016617	WNT16	ENSG00000002745	WNT16	ortholog_one2one
ENSSSCG00000006781	CTTNBP2NL	ENSG00000143079	CTTNBP2NL	ortholog_one2one
ENSSSCG00000011540	SETD5	ENSG00000168137	SETD5	ortholog_one2one
ENSSSCG00000016618	CPED1	ENSG00000106034	CPED1	ortholog_one2one
ENSSSCG00000008000	RPUSD1	ENSG00000007376	RPUSD1	ortholog_one2one
ENSSSCG00000026680	KCND3	ENSG00000171385	KCND3	ortholog_one2one
ENSSSCG00000031221	FEZF1	ENSG00000128610	FEZF1	ortholog_one2one
ENSSSCG00000011543	LHFPL4	ENSG00000156959	LHFPL4	ortholog_one2one
ENSSSCG00000008094	CHCHD5	ENSG00000125611	CHCHD5	ortholog_one2one
ENSSSCG00000006783	DDX20	ENSG00000064703	DDX20	ortholog_one2one
ENSSSCG00000011546	MTMR14	ENSG00000163719	MTMR14	ortholog_one2one
ENSSSCG00000036030	INKA2	ENSG00000197852	INKA2	ortholog_one2one
ENSSSCG00000007398				
ENSSSCG00000008098	POLR1B	ENSG00000125630	POLR1B	ortholog_one2one
ENSSSCG00000016626	CFTR	ENSG00000001626	CFTR	ortholog_one2one
ENSSSCG00000035296				
ENSSSCG00000009257	GK2	ENSG00000196475	GK2	ortholog_one2one
ENSSSCG00000006785	RAP1A	ENSG00000116473	RAP1A	ortholog_one2one
ENSSSCG00000009230	WDFY3	ENSG00000163625	WDFY3	ortholog_one2one
ENSSSCG00000039858				
ENSSSCG00000051240				
ENSSSCG00000004484	COL12A1	ENSG00000111799	COL12A1	ortholog_one2one
ENSSSCG00000054876	CPNE9	ENSG00000144550	CPNE9	ortholog_one2one
ENSSSCG00000020964	SEC22B	ENSG00000265808	SEC22B	ortholog_one2one
ENSSSCG00000035724				
ENSSSCG00000008097				
ENSSSCG00000033003	WFDC2	ENSG00000101443	WFDC2	ortholog_one2one
ENSSSCG00000009231	CDS1	ENSG00000163624	CDS1	ortholog_one2one
ENSSSCG00000016619	ING3	ENSG00000071243	ING3	ortholog_one2one
ENSSSCG00000043442		ENSG00000101446	SPINT3	ortholog_one2one
ENSSSCG00000006035	ANGPT1	ENSG00000154188	ANGPT1	ortholog_one2one
ENSSSCG00000048125				
ENSSSCG00000011548	BRPF1	ENSG00000156983	BRPF1	ortholog_one2one
ENSSSCG00000006709	NOTCH2	ENSG00000134250	NOTCH2	ortholog_one2one
ENSSSCG00000033572	EPPIN	ENSG00000101448	EPPIN	ortholog_one2one
ENSSSCG00000010093	SERPIND1	ENSG00000099937	SERPIND1	ortholog_one2one
ENSSSCG00000007407	WFDC8	ENSG00000158901	WFDC8	ortholog_one2one
ENSSSCG00000010094	SNAP29	ENSG00000099940	SNAP29	ortholog_one2one
ENSSSCG00000007355		ENSG00000198900	TOP1	ortholog_one2many
ENSSSCG00000016620	TSPAN12	ENSG00000106025	TSPAN12	ortholog_one2one
ENSSSCG00000008096	ZC3H6	ENSG00000188177	ZC3H6	ortholog_one2one
ENSSSCG00000006021	KCNV1	ENSG00000164794	KCNV1	ortholog_one2one
ENSSSCG00000010095	CRKL	ENSG00000099942	CRKL	ortholog_one2one
ENSSSCG00000009232	NKX6-1	ENSG00000163623	NKX6-1	ortholog_one2one
ENSSSCG00000006023	SYBU	ENSG00000147642	SYBU	ortholog_one2one
ENSSSCG00000010096	AIFM3	ENSG00000183773	AIFM3	ortholog_one2one
ENSSSCG00000024351	MET	ENSG00000105976	MET	ortholog_one2one
ENSSSCG00000009233	GPAT3	ENSG00000138678	GPAT3	ortholog_one2one
ENSSSCG00000008099	ZC3H8	ENSG00000144161	ZC3H8	ortholog_one2one
ENSSSCG00000006024	EBAG9	ENSG00000147654	EBAG9	ortholog_one2one
ENSSSCG00000011549		ENSG00000114026	OGG1	ortholog_one2one
ENSSSCG00000011550	CAMK1	ENSG00000134072	CAMK1	ortholog_one2one
ENSSSCG00000009234	ABRAXAS1	ENSG00000163322	ABRAXAS1	ortholog_one2one
ENSSSCG00000008101	FBLN7	ENSG00000144152	FBLN7	ortholog_one2one
ENSSSCG00000007356	PLCG1	ENSG00000124181	PLCG1	ortholog_one2one
ENSSSCG00000038042	MRPS18C	ENSG00000163319	MRPS18C	ortholog_one2one
ENSSSCG00000006025	PKHD1L1	ENSG00000205038	PKHD1L1	ortholog_one2one
ENSSSCG00000054500				
ENSSSCG00000016634	CAV1	ENSG00000105974	CAV1	ortholog_one2one
ENSSSCG00000013655	ICAM1	ENSG00000090339	ICAM1	ortholog_one2one
ENSSSCG00000042065				
ENSSSCG00000056978				
ENSSSCG00000058164				
ENSSSCG00000032566	ZHX3	ENSG00000174306	ZHX3	ortholog_one2one
ENSSSCG00000009236	HELQ	ENSG00000163312	HELQ	ortholog_one2one
ENSSSCG00000011552	TTLL3	ENSG00000214021	TTLL3	ortholog_one2one
ENSSSCG00000026954	TMEM87B	ENSG00000153214	TMEM87B	ortholog_one2one
ENSSSCG00000006730	MAN1A2	ENSG00000198162	MAN1A2	ortholog_one2one
ENSSSCG00000013654	ICAM4	ENSG00000105371	ICAM4	ortholog_one2one
ENSSSCG00000016635	CAV2	ENSG00000105971	CAV2	ortholog_one2one
ENSSSCG00000010097	LZTR1	ENSG00000099949	LZTR1	ortholog_one2one
ENSSSCG00000007359	LPIN3	ENSG00000132793	LPIN3	ortholog_one2one
ENSSSCG00000051849				
ENSSSCG00000013653	ICAM5	ENSG00000105376	ICAM5	ortholog_one2one
ENSSSCG00000040344	TES	ENSG00000135269	TES	ortholog_one2one
ENSSSCG00000006731	VTCN1	ENSG00000134258	VTCN1	ortholog_one2one
ENSSSCG00000038138	TFEC	ENSG00000105967	TFEC	ortholog_one2one
ENSSSCG00000009238	COQ2	ENSG00000173085	COQ2	ortholog_one2one
ENSSSCG00000009239				
ENSSSCG00000013768		ENSG00000141854	MISP3	ortholog_one2one
ENSSSCG00000007358	EMILIN3	ENSG00000183798	EMILIN3	ortholog_one2one
ENSSSCG00000016621	KCND2	ENSG00000184408	KCND2	ortholog_one2one
ENSSSCG00000009240		ENSG00000145287	PLAC8	ortholog_one2one
ENSSSCG00000016623		ENSG00000188877	POTEA	ortholog_many2many
ENSSSCG00000007360	CHD6	ENSG00000124177	CHD6	ortholog_one2one
ENSSSCG00000013767	PALM3	ENSG00000187867	PALM3	ortholog_one2one
ENSSSCG00000009241	COPS4	ENSG00000138663	COPS4	ortholog_one2one
ENSSSCG00000038990	PTPRT	ENSG00000196090	PTPRT	ortholog_one2one
ENSSSCG00000021652	LSM8	ENSG00000128534	LSM8	ortholog_one2one
ENSSSCG00000008103	MERTK	ENSG00000153208	MERTK	ortholog_one2one
ENSSSCG00000013766	IL27RA	ENSG00000104998	IL27RA	ortholog_one2one
ENSSSCG00000011551	TADA3	ENSG00000171148	TADA3	ortholog_one2one
ENSSSCG00000050786				
ENSSSCG00000007362	SRSF6	ENSG00000124193	SRSF6	ortholog_one2one
ENSSSCG00000009242	LIN54	ENSG00000189308	LIN54	ortholog_one2one
ENSSSCG00000013765	RLN3	ENSG00000171136	RLN3	ortholog_one2one
ENSSSCG00000016625	CTTNBP2	ENSG00000077063	CTTNBP2	ortholog_one2one
ENSSSCG00000045290				
ENSSSCG00000055642	L3MBTL1	ENSG00000185513	L3MBTL1	ortholog_one2one
ENSSSCG00000016628	WNT2	ENSG00000105989	WNT2	ortholog_one2one
ENSSSCG00000011555	RPUSD3	ENSG00000156990	RPUSD3	ortholog_one2one
ENSSSCG00000013764	RFX1	ENSG00000132005	RFX1	ortholog_one2one
ENSSSCG00000010276	UNC5B	ENSG00000107731	UNC5B	ortholog_one2one
ENSSSCG00000016629	ST7	ENSG00000004866	ST7	ortholog_one2one
ENSSSCG00000009243	THAP9	ENSG00000168152	THAP9	ortholog_one2one
ENSSSCG00000031713	MACROH2A2	ENSG00000099284	MACROH2A2	ortholog_one2one
ENSSSCG00000024325	SGK2	ENSG00000101049	SGK2	ortholog_one2one
ENSSSCG00000013763	DCAF15	ENSG00000132017	DCAF15	ortholog_one2one
ENSSSCG00000009244	SEC31A	ENSG00000138674	SEC31A	ortholog_one2one
ENSSSCG00000044178				
ENSSSCG00000011557	CIDEC	ENSG00000187288	CIDEC	ortholog_one2one
ENSSSCG00000013762	PODNL1	ENSG00000132000	PODNL1	ortholog_one2one
ENSSSCG00000006732	TRIM45	ENSG00000134253	TRIM45	ortholog_one2one
ENSSSCG00000013761	CC2D1A	ENSG00000132024	CC2D1A	ortholog_one2one
ENSSSCG00000010258	AIFM2	ENSG00000042286	AIFM2	ortholog_one2one
ENSSSCG00000029084	FSHR	ENSG00000170820	FSHR	ortholog_one2one
ENSSSCG00000032623				
ENSSSCG00000007364	IFT52	ENSG00000101052	IFT52	ortholog_one2one
ENSSSCG00000010259	TYSND1	ENSG00000156521	TYSND1	ortholog_one2one
ENSSSCG00000006733	TTF2	ENSG00000116830	TTF2	ortholog_one2one
ENSSSCG00000011556				
ENSSSCG00000010260	SAR1A	ENSG00000079332	SAR1A	ortholog_one2one
ENSSSCG00000022243				
ENSSSCG00000028113	CAPZA2	ENSG00000198898	CAPZA2	ortholog_one2one
ENSSSCG00000008421	LHCGR	ENSG00000138039	LHCGR	ortholog_one2one
ENSSSCG00000007366	MYBL2	ENSG00000101057	MYBL2	ortholog_one2one
ENSSSCG00000011082	COMMD3	ENSG00000148444	COMMD3	ortholog_one2one
ENSSSCG00000008105	ANAPC1	ENSG00000153107	ANAPC1	ortholog_one2one
ENSSSCG00000010261	PPA1	ENSG00000180817	PPA1	ortholog_one2one
ENSSSCG00000011081	BMI1	ENSG00000168283	BMI1	ortholog_one2one
ENSSSCG00000013760		ENSG00000132016	BRME1	ortholog_one2one
ENSSSCG00000022202	TOX2	ENSG00000124191	TOX2	ortholog_one2one
ENSSSCG00000006734	CD101	ENSG00000134256	CD101	ortholog_one2one
ENSSSCG00000013759	NANOS3	ENSG00000187556	NANOS3	ortholog_one2one
ENSSSCG00000011121		ENSG00000048740	CELF2	ortholog_one2many
ENSSSCG00000038911	KLF2	ENSG00000127528	KLF2	ortholog_one2one
ENSSSCG00000007369		ENSG00000149596	JPH2	ortholog_one2many
ENSSSCG00000006735	PTGFRN	ENSG00000134247	PTGFRN	ortholog_one2one
ENSSSCG00000010266	NPFFR1	ENSG00000148734	NPFFR1	ortholog_one2one
ENSSSCG00000031692		ENSG00000149596	JPH2	ortholog_one2many
ENSSSCG00000039573	SLPI	ENSG00000124107	SLPI	ortholog_one2one
ENSSSCG00000009245	SCD5	ENSG00000145284	SCD5	ortholog_one2one
ENSSSCG00000010267	LRRC20	ENSG00000172731	LRRC20	ortholog_one2one
ENSSSCG00000033106	GTF2A1L	ENSG00000242441	GTF2A1L	ortholog_one2one
ENSSSCG00000026729	TMEM150C	ENSG00000249242	TMEM150C	ortholog_one2one
ENSSSCG00000007391	MATN4	ENSG00000124159	MATN4	ortholog_one2one
ENSSSCG00000013856	AP1M1	ENSG00000072958	AP1M1	ortholog_one2one
ENSSSCG00000006736	CD2	ENSG00000116824	CD2	ortholog_one2one
ENSSSCG00000034444	EIF4EBP2	ENSG00000148730	EIF4EBP2	ortholog_one2one
ENSSSCG00000039399	NODAL	ENSG00000156574	NODAL	ortholog_one2one
ENSSSCG00000009246	ENOPH1	ENSG00000145293	ENOPH1	ortholog_one2one
ENSSSCG00000006737	IGSF3	ENSG00000143061	IGSF3	ortholog_one2one
ENSSSCG00000057606	STON1	ENSG00000243244	STON1	ortholog_one2one
ENSSSCG00000036446	PALD1	ENSG00000107719	PALD1	ortholog_one2one
ENSSSCG00000031118	PREX1	ENSG00000124126	PREX1	ortholog_one2one
ENSSSCG00000008423	PPP1R21	ENSG00000162869	PPP1R21	ortholog_one2one
ENSSSCG00000040615	MALRD1	ENSG00000204740	MALRD1	ortholog_one2one
ENSSSCG00000010271	PRF1	ENSG00000180644	PRF1	ortholog_one2one
ENSSSCG00000010272	ADAMTS14	ENSG00000138316	ADAMTS14	ortholog_one2one
ENSSSCG00000010273	TBATA	ENSG00000166220	TBATA	ortholog_one2one
ENSSSCG00000016613	AASS	ENSG00000008311	AASS	ortholog_one2one
ENSSSCG00000004454	ME1	ENSG00000065833	ME1	ortholog_one2one
ENSSSCG00000010274	SGPL1	ENSG00000166224	SGPL1	ortholog_one2one
ENSSSCG00000006050				
ENSSSCG00000037245	HNRNPDL	ENSG00000152795	HNRNPDL	ortholog_one2one
ENSSSCG00000008106				
ENSSSCG00000040448				
ENSSSCG00000007995	MCRIP2	ENSG00000172366	MCRIP2	ortholog_one2one
ENSSSCG00000008394	FANCL	ENSG00000115392	FANCL	ortholog_one2one
ENSSSCG00000009249	HNRNPD	ENSG00000138668	HNRNPD	ortholog_one2one
ENSSSCG00000032188	METTL26	ENSG00000130731	METTL26	ortholog_one2one
ENSSSCG00000016614	PTPRZ1	ENSG00000106278	PTPRZ1	ortholog_one2one
ENSSSCG00000032015	SH3BGRL2	ENSG00000198478	SH3BGRL2	ortholog_one2one
ENSSSCG00000008395	VRK2	ENSG00000028116	VRK2	ortholog_one2one
ENSSSCG00000055411				
ENSSSCG00000037013	WFIKKN1	ENSG00000127578	WFIKKN1	ortholog_one2one
ENSSSCG00000011559				
ENSSSCG00000033792	RAB40C	ENSG00000197562	RAB40C	ortholog_one2one
ENSSSCG00000004469	LCA5	ENSG00000135338	LCA5	ortholog_one2one
ENSSSCG00000029507	RASGEF1B	ENSG00000138670	RASGEF1B	ortholog_one2one
ENSSSCG00000046076				
ENSSSCG00000007992	PIGQ	ENSG00000007541	PIGQ	ortholog_one2one
ENSSSCG00000037156	RBPJL	ENSG00000124232	RBPJL	ortholog_one2one
ENSSSCG00000004470	HMGN3	ENSG00000118418	HMGN3	ortholog_one2one
ENSSSCG00000040786	SPTBN1	ENSG00000115306	SPTBN1	ortholog_one2one
ENSSSCG00000033490				
ENSSSCG00000009258	NAA11	ENSG00000156269	NAA11	ortholog_one2one
ENSSSCG00000044214				
ENSSSCG00000016616	FAM3C	ENSG00000196937	FAM3C	ortholog_one2one
ENSSSCG00000007453	EYA2	ENSG00000064655	EYA2	ortholog_one2one
ENSSSCG00000057620				
ENSSSCG00000052420				
ENSSSCG00000060705				
ENSSSCG00000043057				
ENSSSCG00000053767				
